Branch,Cutoff,Category,College,College Code,Location
EC,78997,3AG,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
ME,,3AG,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
AD,60625,3BG,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
CE,,3BG,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
CS,44240,3BG,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
EC,84585,3BG,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
ME,,3BG,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
AD,166178,SCG,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
CE,,SCG,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
CS,96316,SCG,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
EC,168793,SCG,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
ME,,SCG,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
AD,,STG,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
CE,,STG,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
CS,83867,STG,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
EC,121791,STG,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
ME,,STG,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
AD,101154,GMK,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
CE,,GMK,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
CS,66691,GMK,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
EC,87646,GMK,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
ME,,GMK,K.S. School of Engineering And Management Mallasandra,E203,Bangalore
AI,64314,GM,Bangalore Technological Institute,E204,Bangalore
CE,,GM,Bangalore Technological Institute,E204,Bangalore
CS,42706,GM,Bangalore Technological Institute,E204,Bangalore
EC,78052,GM,Bangalore Technological Institute,E204,Bangalore
ME,117216,GM,Bangalore Technological Institute,E204,Bangalore
AI,86626,1G,Bangalore Technological Institute,E204,Bangalore
CE,,1G,Bangalore Technological Institute,E204,Bangalore
CS,48526,1G,Bangalore Technological Institute,E204,Bangalore
EC,84013,1G,Bangalore Technological Institute,E204,Bangalore
ME,,1G,Bangalore Technological Institute,E204,Bangalore
AI,69164,2AG,Bangalore Technological Institute,E204,Bangalore
CE,,2AG,Bangalore Technological Institute,E204,Bangalore
CS,58911,2AG,Bangalore Technological Institute,E204,Bangalore
EC,96195,2AG,Bangalore Technological Institute,E204,Bangalore
ME,,2AG,Bangalore Technological Institute,E204,Bangalore
AI,69482,2BG,Bangalore Technological Institute,E204,Bangalore
CE,,2BG,Bangalore Technological Institute,E204,Bangalore
CS,48995,2BG,Bangalore Technological Institute,E204,Bangalore
EC,103579,2BG,Bangalore Technological Institute,E204,Bangalore
ME,,2BG,Bangalore Technological Institute,E204,Bangalore
AI,64345,3AG,Bangalore Technological Institute,E204,Bangalore
CE,,3AG,Bangalore Technological Institute,E204,Bangalore
CS,43735,3AG,Bangalore Technological Institute,E204,Bangalore
EC,78098,3AG,Bangalore Technological Institute,E204,Bangalore
ME,,3AG,Bangalore Technological Institute,E204,Bangalore
AI,65256,3BG,Bangalore Technological Institute,E204,Bangalore
CE,,3BG,Bangalore Technological Institute,E204,Bangalore
CS,51204,3BG,Bangalore Technological Institute,E204,Bangalore
EC,84616,3BG,Bangalore Technological Institute,E204,Bangalore
ME,,3BG,Bangalore Technological Institute,E204,Bangalore
AI,89928,GMK,Bangalore Technological Institute,E204,Bangalore
CE,,GMK,Bangalore Technological Institute,E204,Bangalore
CS,54343,GMK,Bangalore Technological Institute,E204,Bangalore
EC,119228,GMK,Bangalore Technological Institute,E204,Bangalore
ME,,GMK,Bangalore Technological Institute,E204,Bangalore
AI,169656,SCG,Bangalore Technological Institute,E204,Bangalore
CE,,SCG,Bangalore Technological Institute,E204,Bangalore
CS,77645,SCG,Bangalore Technological Institute,E204,Bangalore
EC,154673,SCG,Bangalore Technological Institute,E204,Bangalore
ME,,SCG,Bangalore Technological Institute,E204,Bangalore
AI,,STG,Bangalore Technological Institute,E204,Bangalore
CE,,STG,Bangalore Technological Institute,E204,Bangalore
CS,67224,STG,Bangalore Technological Institute,E204,Bangalore
EC,,STG,Bangalore Technological Institute,E204,Bangalore
ME,,STG,Bangalore Technological Institute,E204,Bangalore
CA CS,42444,1G,ATME College of Engineering Varun hobli,E205,Mysore
CD,60742,1G,ATME College of Engineering Varun hobli,E205,Mysore
CS,45967,1G,ATME College of Engineering Varun hobli,E205,Mysore
EC,63595,1G,ATME College of Engineering Varun hobli,E205,Mysore
EE,89934,1G,ATME College of Engineering Varun hobli,E205,Mysore
CA CS,41668,GM,ATME College of Engineering Varun hobli,E205,Mysore
CD,53824,GM,ATME College of Engineering Varun hobli,E205,Mysore
CE,122093,GM,ATME College of Engineering Varun hobli,E205,Mysore
CS,34141,GM,ATME College of Engineering Varun hobli,E205,Mysore
DS,54770,GM,ATME College of Engineering Varun hobli,E205,Mysore
EC,51225,GM,ATME College of Engineering Varun hobli,E205,Mysore
EE,68696,GM,ATME College of Engineering Varun hobli,E205,Mysore
ME,178107,GM,ATME College of Engineering Varun hobli,E205,Mysore
CA CS,47243,2AG,ATME College of Engineering Varun hobli,E205,Mysore
CD,79438,2AG,ATME College of Engineering Varun hobli,E205,Mysore
CE,167938,2AG,ATME College of Engineering Varun hobli,E205,Mysore
CS,40076,2AG,ATME College of Engineering Varun hobli,E205,Mysore
DS,64067,2AG,ATME College of Engineering Varun hobli,E205,Mysore
EC,57748,2AG,ATME College of Engineering Varun hobli,E205,Mysore
EE,127448,2AG,ATME College of Engineering Varun hobli,E205,Mysore
CA CS,46385,2BG,ATME College of Engineering Varun hobli,E205,Mysore
CD,58094,2BG,ATME College of Engineering Varun hobli,E205,Mysore
CE,132210,2BG,ATME College of Engineering Varun hobli,E205,Mysore
CS,34755,2BG,ATME College of Engineering Varun hobli,E205,Mysore
DS,55102,2BG,ATME College of Engineering Varun hobli,E205,Mysore
EC,57675,2BG,ATME College of Engineering Varun hobli,E205,Mysore
EE,106592,2BG,ATME College of Engineering Varun hobli,E205,Mysore
CA CS,44244,3AG,ATME College of Engineering Varun hobli,E205,Mysore
CD,57922,3AG,ATME College of Engineering Varun hobli,E205,Mysore
CE,143777,3AG,ATME College of Engineering Varun hobli,E205,Mysore
CS,34632,3AG,ATME College of Engineering Varun hobli,E205,Mysore
DS,55082,3AG,ATME College of Engineering Varun hobli,E205,Mysore
EC,52220,3AG,ATME College of Engineering Varun hobli,E205,Mysore
EE,78722,3AG,ATME College of Engineering Varun hobli,E205,Mysore
CA CS,51594,3BG,ATME College of Engineering Varun hobli,E205,Mysore
CD,57293,3BG,ATME College of Engineering Varun hobli,E205,Mysore
CE,136289,3BG,ATME College of Engineering Varun hobli,E205,Mysore
CS,35178,3BG,ATME College of Engineering Varun hobli,E205,Mysore
DS,56897,3BG,ATME College of Engineering Varun hobli,E205,Mysore
EC,51550,3BG,ATME College of Engineering Varun hobli,E205,Mysore
EE,71535,3BG,ATME College of Engineering Varun hobli,E205,Mysore
CA CS,105320,SCG,ATME College of Engineering Varun hobli,E205,Mysore
CD,117428,SCG,ATME College of Engineering Varun hobli,E205,Mysore
CE,126447,SCG,ATME College of Engineering Varun hobli,E205,Mysore
CS,54371,SCG,ATME College of Engineering Varun hobli,E205,Mysore
DS,115827,SCG,ATME College of Engineering Varun hobli,E205,Mysore
EC,84986,SCG,ATME College of Engineering Varun hobli,E205,Mysore
EE,85641,SCG,ATME College of Engineering Varun hobli,E205,Mysore
CE,131707,STG,ATME College of Engineering Varun hobli,E205,Mysore
CS,43208,STG,ATME College of Engineering Varun hobli,E205,Mysore
DS,54785,STG,ATME College of Engineering Varun hobli,E205,Mysore
EC,62353,STG,ATME College of Engineering Varun hobli,E205,Mysore
CA CS,76046,GMK,ATME College of Engineering Varun hobli,E205,Mysore
CE,156032,GMK,ATME College of Engineering Varun hobli,E205,Mysore
CS,44553,GMK,ATME College of Engineering Varun hobli,E205,Mysore
DS,105514,GMK,ATME College of Engineering Varun hobli,E205,Mysore
EC,61676,GMK,ATME College of Engineering Varun hobli,E205,Mysore
EE,104149,GMK,ATME College of Engineering Varun hobli,E205,Mysore
AD,48062,GM,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
AI,41340,GM,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CE,175889,GM,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CS,25979,GM,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
EC,70219,GM,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
ME,174397,GM,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
AD,61729,1G,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
AI,65312,1G,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CE,,1G,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CS,32966,1G,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
EC,73186,1G,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
ME,,1G,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
AD,55322,2AG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
AI,60733,2AG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CE,,2AG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CS,38363,2AG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
EC,80348,2AG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
ME,,2AG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
AD,77757,2BG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
AI,54564,2BG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CE,,2BG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CS,45144,2BG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
EC,93104,2BG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
ME,,2BG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
AD,103914,3AG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
AI,73599,3AG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CE,,3AG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CS,52497,3AG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
EC,113654,3AG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
ME,,3AG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
AD,48335,3BG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
AI,49742,3BG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CE,,3BG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CS,32362,3BG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
EC,81108,3BG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
ME,,3BG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
AD,,SCG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
AI,139151,SCG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CE,,SCG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CS,107668,SCG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
EC,165781,SCG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
ME,,SCG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
AD,,STG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
AI,,STG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CE,,STG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CS,149979,STG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
EC,,STG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
ME,,STG,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
AD,55462,GMK,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
AI,,GMK,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CE,,GMK,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CS,39550,GMK,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
EC,71168,GMK,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
ME,,GMK,Shri Madhwa Vadiraja Institute of Technology and Management,E206,Udupi Dist
CE,158010,GM,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
CS,62779,GM,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
EC,75586,GM,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
ME,160300,GM,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
CE,,1G,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
CS,85422,1G,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
EC,,1G,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
ME,,1G,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
CE,,2AG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
CS,83144,2AG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
EC,96671,2AG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
ME,,2AG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
CE,162146,2BG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
CS,70706,2BG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
EC,76594,2BG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
ME,,2BG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
CE,,3AG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
CS,90610,3AG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
EC,102788,3AG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
ME,,3AG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
CE,168870,3BG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
CS,63222,3BG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
EC,76896,3BG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
ME,169125,3BG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
CE,167219,GMK,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
CS,,GMK,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
EC,,GMK,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
ME,162208,GMK,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
CE,178998,SCG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
CS,110304,SCG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
EC,141772,SCG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
ME,178816,SCG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
CE,,STG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
CS,,STG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
EC,163476,STG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
ME,,STG,VSMs Somashekar R Kothiwale Institute of Technology,E207,Belgaum
AE,96107,1G,Achutha Institute of Technology,E208,Bangalore
AE,74019,GM,Achutha Institute of Technology,E208,Bangalore
CE,147596,GM,Achutha Institute of Technology,E208,Bangalore
CS,50047,GM,Achutha Institute of Technology,E208,Bangalore
EC,91793,GM,Achutha Institute of Technology,E208,Bangalore
AE,94511,2AG,Achutha Institute of Technology,E208,Bangalore
CS,56258,2AG,Achutha Institute of Technology,E208,Bangalore
EC,100873,2AG,Achutha Institute of Technology,E208,Bangalore
AE,97694,2BG,Achutha Institute of Technology,E208,Bangalore
EC,118567,2BG,Achutha Institute of Technology,E208,Bangalore
AE,83078,3AG,Achutha Institute of Technology,E208,Bangalore
AE,75953,3BG,Achutha Institute of Technology,E208,Bangalore
CS,50225,3BG,Achutha Institute of Technology,E208,Bangalore
AE,134159,SCG,Achutha Institute of Technology,E208,Bangalore
CS,80500,SCG,Achutha Institute of Technology,E208,Bangalore
EC,103880,SCG,Achutha Institute of Technology,E208,Bangalore
AE,89924,STG,Achutha Institute of Technology,E208,Bangalore
EC,123401,STG,Achutha Institute of Technology,E208,Bangalore
AE,87351,GMK,Achutha Institute of Technology,E208,Bangalore
AI,39450,GM,Jyothi Institute of Technology,E209,Bangalore
CE,159553,GM,Jyothi Institute of Technology,E209,Bangalore
CS,26221,GM,Jyothi Institute of Technology,E209,Bangalore
EC,62307,GM,Jyothi Institute of Technology,E209,Bangalore
IE,32219,GM,Jyothi Institute of Technology,E209,Bangalore
ME,151358,GM,Jyothi Institute of Technology,E209,Bangalore
AI,50104,1G,Jyothi Institute of Technology,E209,Bangalore
CE,,1G,Jyothi Institute of Technology,E209,Bangalore
CS,48255,1G,Jyothi Institute of Technology,E209,Bangalore
EC,63579,1G,Jyothi Institute of Technology,E209,Bangalore
IE,,1G,Jyothi Institute of Technology,E209,Bangalore
ME,,1G,Jyothi Institute of Technology,E209,Bangalore
AI,45243,2AG,Jyothi Institute of Technology,E209,Bangalore
CE,,2AG,Jyothi Institute of Technology,E209,Bangalore
CS,37963,2AG,Jyothi Institute of Technology,E209,Bangalore
EC,83464,2AG,Jyothi Institute of Technology,E209,Bangalore
IE,44608,2AG,Jyothi Institute of Technology,E209,Bangalore
ME,,2AG,Jyothi Institute of Technology,E209,Bangalore
AI,70953,2BG,Jyothi Institute of Technology,E209,Bangalore
CE,,2BG,Jyothi Institute of Technology,E209,Bangalore
CS,41577,2BG,Jyothi Institute of Technology,E209,Bangalore
EC,121252,2BG,Jyothi Institute of Technology,E209,Bangalore
IE,54085,2BG,Jyothi Institute of Technology,E209,Bangalore
ME,,2BG,Jyothi Institute of Technology,E209,Bangalore
AI,45027,3AG,Jyothi Institute of Technology,E209,Bangalore
CE,,3AG,Jyothi Institute of Technology,E209,Bangalore
CS,31849,3AG,Jyothi Institute of Technology,E209,Bangalore
EC,63069,3AG,Jyothi Institute of Technology,E209,Bangalore
IE,39138,3AG,Jyothi Institute of Technology,E209,Bangalore
ME,,3AG,Jyothi Institute of Technology,E209,Bangalore
AI,44409,3BG,Jyothi Institute of Technology,E209,Bangalore
CE,,3BG,Jyothi Institute of Technology,E209,Bangalore
CS,35281,3BG,Jyothi Institute of Technology,E209,Bangalore
EC,68315,3BG,Jyothi Institute of Technology,E209,Bangalore
IE,38503,3BG,Jyothi Institute of Technology,E209,Bangalore
ME,,3BG,Jyothi Institute of Technology,E209,Bangalore
AI,148277,SCG,Jyothi Institute of Technology,E209,Bangalore
CE,,SCG,Jyothi Institute of Technology,E209,Bangalore
CS,104849,SCG,Jyothi Institute of Technology,E209,Bangalore
EC,182032,SCG,Jyothi Institute of Technology,E209,Bangalore
IE,129993,SCG,Jyothi Institute of Technology,E209,Bangalore
ME,,SCG,Jyothi Institute of Technology,E209,Bangalore
AI,,STG,Jyothi Institute of Technology,E209,Bangalore
CE,,STG,Jyothi Institute of Technology,E209,Bangalore
CS,53122,STG,Jyothi Institute of Technology,E209,Bangalore
EC,113558,STG,Jyothi Institute of Technology,E209,Bangalore
IE,93780,STG,Jyothi Institute of Technology,E209,Bangalore
ME,,STG,Jyothi Institute of Technology,E209,Bangalore
AI,139629,GMK,Jyothi Institute of Technology,E209,Bangalore
CE,,GMK,Jyothi Institute of Technology,E209,Bangalore
CS,29783,GMK,Jyothi Institute of Technology,E209,Bangalore
EC,81378,GMK,Jyothi Institute of Technology,E209,Bangalore
IE,,GMK,Jyothi Institute of Technology,E209,Bangalore
ME,,GMK,Jyothi Institute of Technology,E209,Bangalore
CE,167161,GM,G Madegowda Institute of Technology,E210,Mandya
CS,61273,GM,G Madegowda Institute of Technology,E210,Mandya
EC,81092,GM,G Madegowda Institute of Technology,E210,Mandya
EE,112029,GM,G Madegowda Institute of Technology,E210,Mandya
ME,181590,GM,G Madegowda Institute of Technology,E210,Mandya
CE,,1G,G Madegowda Institute of Technology,E210,Mandya
CS,63437,1G,G Madegowda Institute of Technology,E210,Mandya
EC,99571,1G,G Madegowda Institute of Technology,E210,Mandya
EE,141492,1G,G Madegowda Institute of Technology,E210,Mandya
ME,,1G,G Madegowda Institute of Technology,E210,Mandya
CE,,2AG,G Madegowda Institute of Technology,E210,Mandya
CS,84096,2AG,G Madegowda Institute of Technology,E210,Mandya
EC,114302,2AG,G Madegowda Institute of Technology,E210,Mandya
EE,152266,2AG,G Madegowda Institute of Technology,E210,Mandya
ME,,2AG,G Madegowda Institute of Technology,E210,Mandya
CE,,2BG,G Madegowda Institute of Technology,E210,Mandya
CS,71299,2BG,G Madegowda Institute of Technology,E210,Mandya
EC,101930,2BG,G Madegowda Institute of Technology,E210,Mandya
EE,,2BG,G Madegowda Institute of Technology,E210,Mandya
ME,,2BG,G Madegowda Institute of Technology,E210,Mandya
CE,167994,3AG,G Madegowda Institute of Technology,E210,Mandya
CS,62630,3AG,G Madegowda Institute of Technology,E210,Mandya
EC,82967,3AG,G Madegowda Institute of Technology,E210,Mandya
EE,117032,3AG,G Madegowda Institute of Technology,E210,Mandya
ME,,3AG,G Madegowda Institute of Technology,E210,Mandya
CE,177526,3BG,G Madegowda Institute of Technology,E210,Mandya
CS,73570,3BG,G Madegowda Institute of Technology,E210,Mandya
EC,87317,3BG,G Madegowda Institute of Technology,E210,Mandya
EE,113306,3BG,G Madegowda Institute of Technology,E210,Mandya
ME,,3BG,G Madegowda Institute of Technology,E210,Mandya
CE,168577,GMK,G Madegowda Institute of Technology,E210,Mandya
CS,68187,GMK,G Madegowda Institute of Technology,E210,Mandya
EC,85062,GMK,G Madegowda Institute of Technology,E210,Mandya
EE,,GMK,G Madegowda Institute of Technology,E210,Mandya
ME,,GMK,G Madegowda Institute of Technology,E210,Mandya
CE,180449,SCG,G Madegowda Institute of Technology,E210,Mandya
CS,84809,SCG,G Madegowda Institute of Technology,E210,Mandya
EC,114793,SCG,G Madegowda Institute of Technology,E210,Mandya
EE,140710,SCG,G Madegowda Institute of Technology,E210,Mandya
ME,,SCG,G Madegowda Institute of Technology,E210,Mandya
CE,,STG,G Madegowda Institute of Technology,E210,Mandya
CS,,STG,G Madegowda Institute of Technology,E210,Mandya
EC,,STG,G Madegowda Institute of Technology,E210,Mandya
EE,113343,STG,G Madegowda Institute of Technology,E210,Mandya
ME,,STG,G Madegowda Institute of Technology,E210,Mandya
CE,164826,1G,Jain Institute of Technology Cross,E211,Davanagere
CS,34628,1G,Jain Institute of Technology Cross,E211,Davanagere
EC,50596,1G,Jain Institute of Technology Cross,E211,Davanagere
EE,95231,1G,Jain Institute of Technology Cross,E211,Davanagere
CE,132688,GM,Jain Institute of Technology Cross,E211,Davanagere
CS,34332,GM,Jain Institute of Technology Cross,E211,Davanagere
EC,49979,GM,Jain Institute of Technology Cross,E211,Davanagere
EE,70483,GM,Jain Institute of Technology Cross,E211,Davanagere
ME,177604,GM,Jain Institute of Technology Cross,E211,Davanagere
CE,179245,2AG,Jain Institute of Technology Cross,E211,Davanagere
CS,38545,2AG,Jain Institute of Technology Cross,E211,Davanagere
EC,58864,2AG,Jain Institute of Technology Cross,E211,Davanagere
EE,116618,2AG,Jain Institute of Technology Cross,E211,Davanagere
CE,145890,2BG,Jain Institute of Technology Cross,E211,Davanagere
CS,36486,2BG,Jain Institute of Technology Cross,E211,Davanagere
EC,54182,2BG,Jain Institute of Technology Cross,E211,Davanagere
EE,73666,2BG,Jain Institute of Technology Cross,E211,Davanagere
CE,161228,3AG,Jain Institute of Technology Cross,E211,Davanagere
CS,37011,3AG,Jain Institute of Technology Cross,E211,Davanagere
EC,57851,3AG,Jain Institute of Technology Cross,E211,Davanagere
CE,157632,3BG,Jain Institute of Technology Cross,E211,Davanagere
CS,37434,3BG,Jain Institute of Technology Cross,E211,Davanagere
EC,51581,3BG,Jain Institute of Technology Cross,E211,Davanagere
EE,74480,3BG,Jain Institute of Technology Cross,E211,Davanagere
CE,164322,SCG,Jain Institute of Technology Cross,E211,Davanagere
CS,60899,SCG,Jain Institute of Technology Cross,E211,Davanagere
EC,91645,SCG,Jain Institute of Technology Cross,E211,Davanagere
EE,112134,SCG,Jain Institute of Technology Cross,E211,Davanagere
CE,152168,STG,Jain Institute of Technology Cross,E211,Davanagere
EE,84550,STG,Jain Institute of Technology Cross,E211,Davanagere
CE,177626,GMK,Jain Institute of Technology Cross,E211,Davanagere
EC,61895,GMK,Jain Institute of Technology Cross,E211,Davanagere
AI,15823,GM,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
CD,17358,GM,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
CE,95455,GM,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
CS,11432,GM,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
EC,22090,GM,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
EE,52466,GM,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
IE,15197,GM,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
ME,146227,GM,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
AI,24640,1G,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
CD,23638,1G,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
CE,159754,1G,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
CS,13979,1G,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
EC,29743,1G,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
EE,76075,1G,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
IE,21512,1G,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
ME,,1G,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
AI,20632,2AG,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
CD,22428,2AG,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
CE,181287,2AG,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
CS,15380,2AG,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
EC,25740,2AG,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
EE,68953,2AG,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
IE,19773,2AG,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
ME,176808,2AG,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
AI,21985,2BG,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
CD,36694,2BG,Dayananda Sagar Academy of Technology Kanakapur Main Road,E212,Bangalore
